r,F1 Score
0.5,0.3439513800000002
1.0,0.07700821799999996
1.5,0.07436725799999996
2.0,0.07436725799999996
2.5,0.07436725799999996
3.0,0.07436725799999996
3.5,0.07436725799999996
4.0,0.07436725799999996
4.5,0.07436725799999996
5.0,0.07436725799999996
5.5,0.07436725799999996
6.0,0.07436725799999996
6.5,0.07436725799999996
7.0,0.07436725799999996
7.5,0.07436725799999996
8.0,0.07436725799999996
8.5,0.07436725799999996
9.0,0.07436725799999996
9.5,0.07436725799999996
10.0,0.07436725799999996
10.5,0.07436725799999996
11.0,0.07436725799999996
11.5,0.07436725799999996
12.0,0.07436725799999996
12.5,0.07436725799999996
13.0,0.07436725799999996
13.5,0.07436725799999996
14.0,0.07436725799999996
14.5,0.07436725799999996
15.0,0.07436725799999996
15.5,0.07436725799999996
16.0,0.07436725799999996
16.5,0.07436725799999996
17.0,0.07436725799999996
17.5,0.07436725799999996
18.0,0.07436725799999996
18.5,0.07436725799999996
19.0,0.07436725799999996
19.5,0.07436725799999996
20.0,0.07436725799999996
20.5,0.07436725799999996
21.0,0.07436725799999996
21.5,0.07436725799999996
22.0,0.07436725799999996
22.5,0.07436725799999996
23.0,0.07436725799999996
23.5,0.07436725799999996
24.0,0.07436725799999996
24.5,0.07436725799999996
25.0,0.07436725799999996
25.5,0.07436725799999996
26.0,0.07436725799999996
26.5,0.07436725799999996
27.0,0.07436725799999996
27.5,0.07436725799999996
28.0,0.07436725799999996
28.5,0.07436725799999996
29.0,0.07436725799999996
29.5,0.07436725799999996
30.0,0.07436725799999996
