r,F1 Score
0.5,0.49884573000000004
1.0,0.4763682400000001
1.5,0.46514481
2.0,0.45876595000000003
2.5,0.44090843999999985
3.0,0.4381904600000003
3.5,0.43670052000000015
4.0,0.43448066000000013
4.5,0.4320927400000002
5.0,0.43039582000000015
5.5,0.4112779400000002
6.0,0.40931218000000014
6.5,0.36031951000000007
7.0,0.35880053000000006
7.5,0.28679450999999995
8.0,0.2856645299999999
8.5,0.23170232000000004
9.0,0.23135090000000003
9.5,0.19811419
10.0,0.19807166
10.5,0.18440296999999994
11.0,0.18440296999999994
11.5,0.18183286999999992
12.0,0.18180905999999994
12.5,0.17993278999999998
13.0,0.17993278999999998
13.5,0.17926475
14.0,0.17926475
14.5,0.17870784999999995
15.0,0.17870784999999995
15.5,0.17881808999999993
16.0,0.17881808999999993
16.5,0.17861218999999998
17.0,0.17861218999999998
17.5,0.17872195999999999
18.0,0.17872195999999999
18.5,0.17850604999999997
19.0,0.17850604999999997
19.5,0.17850604999999997
20.0,0.17850604999999997
20.5,0.17850604999999997
21.0,0.17850604999999997
21.5,0.17850604999999997
22.0,0.17850604999999997
22.5,0.17850604999999997
23.0,0.17850604999999997
23.5,0.17850604999999997
24.0,0.17850604999999997
24.5,0.17850604999999997
25.0,0.17850604999999997
25.5,0.17850604999999997
26.0,0.17850604999999997
26.5,0.17850604999999997
27.0,0.17850604999999997
27.5,0.17850604999999997
28.0,0.17850604999999997
28.5,0.17850604999999997
29.0,0.17850604999999997
29.5,0.17850604999999997
30.0,0.17850604999999997
